key,ceo_effect_list,point_change_per_turn_if_active,title,description,icon_path,opinion_topic_modifier
3k_dlc04_ceo_node_career_historical_han_xian_01,3k_dlc04_ceo_node_career_historical_han_xian_01,0,White Wave Veteran,Many battles – and many lives – have passed before the eyes of this grizzled bandit.,,
3k_dlc04_ceo_node_career_historical_he_jin_01,3k_dlc04_ceo_node_career_historical_he_jin_01,0,The Butcher of the He,The axe that cleaves through beast can so easily be turned to rend man too.,UI/Campaign UI/traits/icon_honourable_good.png,
3k_dlc04_ceo_node_career_historical_huangfu_song_01,3k_dlc04_ceo_node_career_historical_huangfu_song_01,0,Modest & Stalwart,This one's unwavering loyalty is matched only by their demure nature. ,UI/Campaign UI/traits/icon_honourable_good.png,
3k_dlc04_ceo_node_career_historical_jin_xuan_yuanji_01,3k_dlc04_ceo_node_career_historical_jin_xuan_yuanji_01,0,Scion of Gold,"Not all that glitters is gold. Sometimes, talent shines even brighter.",,
3k_dlc04_ceo_node_career_historical_jiu_dan_01,3k_dlc04_ceo_node_career_historical_jiu_dan_01,0,Arbiter of the Planets,"To decide between two astronomical methods is a most difficult and perplexing conundrum, but the emperor must have his forecast.",,
3k_dlc04_ceo_node_career_historical_lady_cai_yan_wenji_01,3k_dlc04_ceo_node_career_historical_lady_cai_yan_wenji_01,0,The Nightingale,Even the morningsong that drifts on the wind cannot compare to the sweet lyric of the muse.,,
3k_dlc04_ceo_node_career_historical_lady_da_qiao_01,3k_dlc04_ceo_node_career_historical_lady_da_qiao_01,0,Daughter of the Southlands,"The south produces boons to its nobles: two daughters, fair of mind and strong of resolve.",,
3k_dlc04_ceo_node_career_historical_lady_wang_song_01,3k_dlc04_ceo_node_career_historical_lady_wang_song_01,0,Ever-faithful,"To support one another, through both the fruitful times and the barren, is the essence of marriage.",,
3k_dlc04_ceo_node_career_historical_lady_xiao_qiao_01,3k_dlc04_ceo_node_career_historical_lady_xiao_qiao_01,0,Daughter of the Southlands,"To the filial and the devout, life will give not one, but two measures of its respect.",,
3k_dlc04_ceo_node_career_historical_li_wenhou_01,3k_dlc04_ceo_node_career_historical_li_wenhou_01,0,Creeping Dread,"Death personified; the slow knife that appears, unexpected and lethal.",,
3k_dlc04_ceo_node_career_historical_liu_chong_01,3k_dlc04_ceo_node_career_historical_liu_chong_01,0,Prince of Chen,"Liu Chong is not the heir apparent, but is the prince most active and beloved by his people.",UI/Campaign UI/traits/icon_honourable_good.png,
3k_dlc04_ceo_node_career_historical_liu_hong_yuanzhuo_01,3k_dlc04_ceo_node_career_historical_liu_hong_yuanzhuo_01,0,Mathematical Sage,"What this one can do with numbers is impressive, exciting, and almost a little worrying…",,
3k_dlc04_ceo_node_career_historical_liu_pi_01,3k_dlc04_ceo_node_career_historical_liu_pi_01,0,Wanderer,"""There is much to be learned in every town, every port, and from every person you encounter, friend.""",,
3k_dlc04_ceo_node_career_historical_liu_xie_02,3k_dlc04_ceo_node_career_historical_liu_xie_02,0,Lord Dong,"Though he officially retired from political life some time ago, the empress-dowager still has a care for Lord Dong and his views.",UI/Campaign UI/traits/icon_tolerant_good.png,3k_main_opinion_topic_set_diplomatic_populist
3k_dlc04_ceo_node_career_historical_liu_xun_zitai_01,3k_dlc04_ceo_node_career_historical_liu_xun_zitai_01,0,Trusting Warlord,"It is the curse of the trusting to be magnanimous, generous, and ultimately tricked.",,
3k_dlc04_ceo_node_career_historical_lu_boshe_01,3k_dlc04_ceo_node_career_historical_lu_boshe_01,0,Gracious Host,"""Come in, my friend, come in! Tea, perhaps? Or something stronger…?""",,
3k_dlc04_ceo_node_career_historical_lu_ji_gongji_01,3k_dlc04_ceo_node_career_historical_lu_ji_gongji_01,0,Stargazer,"The stars paint a picture on the canvas of night, mesmerising and beautiful.",,
3k_dlc04_ceo_node_career_historical_lu_jun_01,3k_dlc04_ceo_node_career_historical_lu_jun_01,0,Gentleman Cadet,"If one wishes to learn the intricacies of gentlemanly behaviour, one need look no further.",,
3k_dlc04_ceo_node_career_historical_lu_kang_jining_01,3k_dlc04_ceo_node_career_historical_lu_kang_jining_01,0,Paragon of Governance,"Being born to a vast family can feed either vice or virtue. Luckily, this one is kind to a fault, but it could've gone either way.",,
3k_dlc04_ceo_node_career_historical_lu_yu_zijia_01,3k_dlc04_ceo_node_career_historical_lu_yu_zijia_01,0,Judge of Talent,"""Yes yes, we will bring you before them, and they will know. They ALWAYS know…""",,
3k_dlc04_ceo_node_career_historical_lu_zhi_01,3k_dlc04_ceo_node_career_historical_liu_zhi_01,0,Respected Mentor,"A peerless teacher and favoured friend, though chronically misfortunate.",UI/Campaign UI/traits/icon_honourable_good.png,
3k_dlc04_ceo_node_career_historical_luo_jun_xiaoyuan_01,3k_dlc04_ceo_node_career_historical_luo_jun_xiaoyuan_01,0,Guardian of the People,"""There is nothing to be gained from oppressing the people; they, ultimately, will decide our fate.""",,
3k_dlc04_ceo_node_career_historical_luo_tong_gongxu_01,3k_dlc04_ceo_node_career_historical_luo_tong_gongxu_01,0,Penniless Knight,"From town to town, they speak of this one's deeds, yet the warrior himself remains a wandering mystery.",,
3k_dlc04_ceo_node_career_historical_ma_midi_wengshu_01,3k_dlc04_ceo_node_career_historical_ma_midi_wengshu_01,0,Counsellor Remonstrant,"Wisdoms pours from every word of this able, if inexperienced, counsellor.",,
3k_dlc04_ceo_node_career_historical_ma_yuanyi_01,3k_dlc04_ceo_node_career_historical_ma_yuanyi_01,0,Hippophobe,A psychological fear of horses is not entirely unreasonable when you've seen what they can do.,,
3k_dlc04_ceo_node_career_historical_qiao_mao_yuanwei_01,3k_dlc04_ceo_node_career_historical_qiao_mao_yuanwei_01,0,Loyalist of the Han,"Against all odds, to whatever end, they will defend the Han.",,
3k_dlc04_ceo_node_career_historical_qiao_xuan_gongzu_01,3k_dlc04_ceo_node_career_historical_qiao_xuan_gongzu_01,0,Harbinger of Chaos,This one has seen the way the world is going. Tumult is imminent.,,
3k_dlc04_ceo_node_career_historical_song_dian_01,3k_dlc04_ceo_node_career_historical_song_dian_01,0,Architect of the Jade Hall,"Emperor Shun's hall was a thing of unbridled splendour, but has fallen into some disrepair. This man has been tasked with its maintenance.",,
3k_dlc04_ceo_node_career_historical_song_jian_01,3k_dlc04_ceo_node_career_historical_song_jian_01,0,Lord of the Sources,"Like the river flows, so too does the blood of his enemies.",,
3k_dlc04_ceo_node_career_historical_tang_zhou_01,3k_dlc04_ceo_node_career_historical_tang_zhou_01,0,Eyes & Ears,"Amongst so many advisors, who would suspect one more…?",,
3k_dlc04_ceo_node_career_historical_wang_guo_01,3k_dlc04_ceo_node_career_historical_wang_guo_01,0,Cruel Turncoat,Honour is nothing to those for whom gold and glory loom large over all.,,
3k_dlc04_ceo_node_career_historical_wu_qiong_deyu_01,3k_dlc04_ceo_node_career_historical_wu_qiong_deyu_01,0,Seeker of Talent,"""I see in you the ability to…. Yes, yes! Something FAR greater…""",,
3k_dlc04_ceo_node_career_historical_xia_yun_01,3k_dlc04_ceo_node_career_historical_xia_yun_01,0,Financial Genius,"Having mastered finance's decidedly black arts, this one is able to generate funds almost from thin air.",,
3k_dlc04_ceo_node_career_historical_xue_zhou_01,3k_dlc04_ceo_node_career_historical_xue_zhou_01,0,Pirate of the Thousand Sails,This pirate rides with an armada at his back and the call to glory in his soul!,,
3k_dlc04_ceo_node_career_historical_xun_shuang_ciming_01,3k_dlc04_ceo_node_career_historical_xun_shuang_ciming_01,0,Fighter Against Corruption,This one seeks unscrupulous dishonesty wherever it may lurk. It will be rooted out.,,
3k_dlc04_ceo_node_career_historical_ying_qu_xiulian_01,3k_dlc04_ceo_node_career_historical_ying_qu_xiulian_01,0,Bookish Scholar,"The words of these tomes take the reader to another world, if only temporarily…",,
3k_dlc04_ceo_node_career_historical_ying_shao_zhongyuan_01,3k_dlc04_ceo_node_career_historical_ying_shao_zhongyuan_01,0,Master of Ceremonies,"""My lords, my lords! Please attend carefully!""",,
3k_dlc04_ceo_node_career_historical_ying_yang_delian_01,3k_dlc04_ceo_node_career_historical_ying_yang_delian_01,0,Chess Grandmaster,"""Typically, however, the winner is just the player who made the penultimate mistake.""",,
3k_dlc04_ceo_node_career_historical_yuan_yi_boye_01,3k_dlc04_ceo_node_career_historical_yuan_yi_boye_01,0,Loyal Yuan,Loyalty to family above all.,,
3k_dlc04_ceo_node_career_historical_zhang_bao_01,3k_dlc04_ceo_node_career_historical_zhang_bao_01,0,General of the Land,Zhang Bao nourishes the land with the blood of the undeserving.,UI/Campaign UI/traits/icon_honourable_good.png,
3k_dlc04_ceo_node_career_historical_zhang_jue_01,3k_dlc04_ceo_node_career_historical_zhang_jue_01,0,General of Heaven,"Zhang Jue leads the Yellow Rebellion, driven by divine purpose!",UI/Campaign UI/traits/icon_honourable_good.png,
3k_dlc04_ceo_node_career_historical_zhang_liang_01,3k_dlc04_ceo_node_career_historical_zhang_liang_01,0,General of the People,"Zhang Liang supports the people, driving them to war against an oppressive regime.",UI/Campaign UI/traits/icon_honourable_good.png,
3k_dlc04_ceo_node_career_historical_zhang_mancheng_01,3k_dlc04_ceo_node_career_historical_zhang_mancheng_01,0,Scourge of Nanyang,"Peasants speak of this one in hushed whispers, whilst those of Nanyang howl in anguish.",,
3k_dlc04_ceo_node_career_historical_zhang_rang_01,3k_dlc04_ceo_node_career_historical_zhang_rang_01,0,Imperial Father,"Though they share no blood, this man has been like a father to the emperor.",,
3k_dlc04_ceo_node_career_historical_zhang_wen_boshen_01,3k_dlc04_ceo_node_career_historical_zhang_wen_boshen_01,0,Peerless Protégé,"If there is a task to perform, this one will see it done.",,
3k_dlc04_ceo_node_career_historical_zhao_hong_01,3k_dlc04_ceo_node_career_historical_zhao_hong_01,0,The Turtle,"""Behold, you assault the Turtle! Nothing shall pierce my shell!""",,
3k_dlc04_ceo_node_career_historical_zhao_zhong_01,3k_dlc04_ceo_node_career_historical_zhao_zhong_01,0,Imperial Mother,"Though they are unrelated, this man has been as a mother to the emperor.",,
3k_dlc04_ceo_node_career_historical_zhou_bi_zhongyuan_01,3k_dlc04_ceo_node_career_historical_zhou_bi_zhongyuan_01,0,Nominator of Worth,"Truly, this one can see if two people will fit together, and if they will not.",,
3k_dlc04_ceo_node_career_historical_zhou_xin_daming_01,3k_dlc04_ceo_node_career_historical_zhou_xin_daming_01,0,Frontline General,"""I am one of you, I know your pain!""",,
3k_dlc04_ceo_node_career_historical_zong_yuan_01,3k_dlc04_ceo_node_career_historical_zong_yuan_01,0,Auxiliary Leader,"""I won't be the one to refuse good warriors, no matter where you hail from!""",,
3k_dlc05_ancillary_title_attendant_01,3k_dlc05_ceo_node_wealth_01,0,Attendant,Granted at campaign start,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_men_of_merit.png,
3k_dlc05_ancillary_title_blood_dragon_01,3k_main_ancillary_title_blood_dragon,0,Blood Dragon,Win a battle where one of your generals personally kills 600 or more soldiers,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_dragon_warriors.png,
3k_dlc05_ancillary_title_chief_of_records_01,3k_dlc05_ceo_node_wealth_02,0,Chief of Records,Granted at campaign start,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_men_of_merit.png,
3k_dlc05_ancillary_title_coiled_dragon_01,3k_main_ancillary_title_coiled_dragon,0,Coiled Dragon,Have a general win two duels in one battle,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_dragon_warriors.png,
3k_dlc05_ancillary_title_director_of_astronomy_01,3k_main_ancillary_title_director_of_astronomy,0,Director of Astronomy,Win 3 battles with a character present who has the 'Superstitious' trait,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_incorrupt_officials.png,
3k_dlc05_ancillary_title_director_of_retainers_who_scales_the_city_wall_01,3k_main_ancillary_title_director_of_retainers_who_scales_the_city_wall,0,Commander Who Scales City Walls,Win 10 siege battles as the attacker,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_divine_mathematician_01,3k_main_ancillary_title_divine_mathematician,0,Attending Secretary,"Have 20,000 gold in treasury",UI/skins/default/3k_dlc05_ranks_and_titles_item_set_incorrupt_officials.png,
3k_dlc05_ancillary_title_divine_physician_01,3k_main_ancillary_title_court_physician,0,Doctor Who Prevents Disaster,Have 5 characters healed after suffering wounds or win a duel with a character who has the 'Scarred' trait,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_incorrupt_officials.png,
3k_dlc05_ancillary_title_earth_dragon_01,3k_main_ancillary_title_earth_dragon,0,Earth Dragon,Win a battle where you and your allies lose 200 or less men (enemy must have at least 8 units),UI/skins/default/3k_dlc05_ranks_and_titles_item_set_dragon_warriors.png,
3k_dlc05_ancillary_title_flying_swallow_general_01,3k_main_ancillary_title_flying_swallow_general,0,Flying Swallow General,Win an ambush battle,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_infamous_bandits.png,
3k_dlc05_ancillary_title_general_in_chief_01,3k_dlc05_ceo_node_wealth_03,0,General Commander,Granted at campaign start,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_men_of_merit.png,
3k_dlc05_ancillary_title_general_of_a_hundred_victories_01,3k_main_ancillary_title_general_of_a_hundred_victories,0,General Who Exterminates Adversaries,Win 100 battles,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_general_of_chariots_and_cavalry_01,3k_main_ancillary_title_general_of_chariots_and_cavalry,0,General of Chariots and Cavalry,Win 10 battles with generals who have 6 cavalry units in their retinues,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_general_of_flying_cavalry_01,3k_dlc05_ceo_node_wealth_03,0,General-in-Chief,Granted at campaign start,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_men_of_merit.png,
3k_dlc05_ancillary_title_general_of_heavenly_vision_01,3k_main_ancillary_title_general_of_heavenly_vision,0,General of Unfailing Aim,Win 10 battles with generals that have 6 archers units in their retinues,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_general_of_the_front_01,3k_main_ancillary_title_general_of_the_front,0,General of the Front,Win a battle where over 35 units participated (not counting generals),UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_general_of_the_guards_01,3k_main_ancillary_title_general_of_the_guards,0,General of the Guards,Win 10 battles with generals that has six infantry melee units in their retinue. ,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_general_of_the_left_01,3k_main_ancillary_title_general_of_the_left,0,General of the Left,Granted at campaign start,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_general_of_the_right_01,3k_main_ancillary_title_general_of_the_right,0,General of the Right,Granted at campaign start,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_protectors_of_the_army.png,
3k_dlc05_ancillary_title_general_of_the_standard_01,3k_main_ancillary_title_general_of_the_standard,0,General of the Standard,Win 10 decisive or heroic battles,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_gennerals_who_supports_the_state.png,
3k_dlc05_ancillary_title_general_who_brings_tranquillity_to_the_north_01,3k_main_ancillary_title_general_who_gives_tranquillity_to_the_north,0,General Who Gives Tranquillity to the North,Conquer 5 regions north of the Yellow River,UI/skins/default/3k_dlc05_ranks_and_titles_item_set_generals_who_subdue_the_world.png,
3k_dlc05_ancillary_title_general_who_calms_the_waves_01,3k_main_ancillary_title_general_who_calms_the_waves,0,General Who Calms the Waves,Win a battle where 60% or more of your army consists of ranged units (minimum 10 units in your army),UI/skins/default/3k_dlc05_ranks_and_titles_item_set_lords_of_the_elements.png,
